source;type;quartile_2022
Journal of Drug Education;journal;Q3
Journal of Electronic Commerce in Organizations;journal;Q3
Journal of Patient Safety and Risk Management;journal;Q3
Journal of Scientometric Research;journal;Q2
Journal of Water and Land Development;journal;Q2
Juridical Tribune;journal;Q2
Malaysian Orthopaedic Journal;journal;Q2
Minerva Dental and Oral Science;journal;Q3
Nawpa Pacha;journal;Q2
Pattern Recognition and Image Analysis;journal;Q3
Personalized Medicine in Psychiatry;journal;Q3
Pflege;journal;Q3
Physical Activity Review;journal;Q3
Plastic Surgery;journal;Q3
Przeglad Archeologiczny;journal;Q2
Radioengineering;journal;Q3
Revista Signos;journal;Q1
Rossijskaja Arheologija;journal;Q1
Teaching Mathematics and its Applications;journal;Q3
Thalassas;journal;Q3
X-Ray Spectrometry;journal;Q4
Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie;journal;Q3
3D Research;journal;Q3
Acta Chromatographica;journal;Q3
Annales de Limnologie;journal;Q3
Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry;journal;Q3
Asian Journal of Agriculture and Biology;journal;Q2
Biogeographia;journal;Q3
Blood Pressure Monitoring;journal;Q2
Continental Philosophy Review;journal;Q2
Creativity;journal;Q1
Current legal problems;journal;Q2
Glasnik Matematicki;journal;Q3
Gongcheng Kexue Xuebao/Chinese Journal of Engineering;journal;Q3
Helminthologia;journal;Q3
History of Psychiatry;journal;Q3
Hospitality and Society;journal;Q2
IECON Proceedings (Industrial Electronics Conference);conference and proceedings;-
Inorganic and Nano-Metal Chemistry;journal;Q3
International Journal of Web Services Research;journal;Q3
International Review of the Red Cross;journal;Q2
International Studies;journal;Q2
Iranian Journal of Psychiatry and Behavioral Sciences;journal;Q3
Journal of Plant Nutrition and Fertilizers;journal;Q3
Journal of The Institution of Engineers (India): Series A;journal;Q2
New Developments in NMR;book series;Q3
Open Linguistics;journal;Q2
Proceedings of the IEEE International Conference on Industrial Technology;conference and proceedings;-
Psychology Hub;journal;Q3
Public Services Quarterly;journal;Q2
Revista de Biologia Tropical;journal;Q2
Revista Espanola de Financiacion y Contabilidad;journal;Q3
Revista Espanola de Sociologia;journal;Q2
Revista Mexicana de Ingeniera Quimica;journal;Q3
Science and Sports;journal;Q3
Scientia Agropecuaria;journal;Q3
Social Work with Groups;journal;Q2
Sociologias;journal;Q2
South Asia: Journal of South Asia Studies;journal;Q1
Statistical Applications in Genetics and Molecular Biology;journal;Q3
Thrombosis Update;journal;Q3
Ural'skij Istoriceskij Vestnik;journal;Q1
Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie;journal;Q3
Acta Biotheoretica;journal;Q2
Acta Botanica Croatica;journal;Q3
Acta Seismologica Sinica;journal;Q3
Animal Biology;journal;Q3
Arid Zone Research;journal;Q3
Asian Journal of Comparative Politics;journal;Q2
Asian Pacific Island Nursing Journal;journal;Q3
Belgian Journal of Zoology;journal;Q3
Catalysis;book series;Q3
Chemical Data Collections;journal;Q3
Chemistry and Chemical Technology;journal;Q3
Computational Thermal Sciences;journal;Q3
Engenharia Agricola;journal;Q3
Gladius;journal;Q1
Innovation Journal;journal;Q3
International Journal of Business Environment;journal;Q3
International Journal of Parallel, Emergent and Distributed Systems;journal;Q3
Iraqi Journal of Agricultural Sciences;journal;Q2
Journal of Childhood, Education and Society;journal;Q3
Journal of Coordination Chemistry;journal;Q3
Journal of Failure Analysis and Prevention;journal;Q3
Journal of International Society of Preventive and Community Dentistry;journal;Q3
Journal of the Chilean Chemical Society;journal;Q3
Mind and Society;journal;Q1
Open Philosophy;journal;Q2
Organic Syntheses;book series;Q3
Physical Culture and Sport, Studies and Research;journal;Q1
Physiotherapy Canada. Physiotherapie Canada;journal;Q3
Progres en Urologie;journal;Q3
Rethinking Marxism;journal;Q2
Revstat Statistical Journal;journal;Q3
Rheedea;journal;Q3
SOCAR Proceedings;journal;Q3
South Asia Economic Journal;journal;Q2
Southern California Law Review;journal;Q2
Theatre, Dance and Performance Training;journal;Q1
Transylvanian Review of Administrative Sciences;journal;Q3
Travail Humain;journal;Q3
Veterinary Research Forum;journal;Q2
Welding Journal;journal;Q2
Adoption Quarterly;journal;Q2
Agriculture;journal;Q3
Archaeologies;journal;Q2
Babel;journal;Q2
Brazilian Journal of Occupational Therapy;journal;Q3
College Teaching;journal;Q3
Comparative Parasitology;journal;Q3
Contributions to Discrete Mathematics;journal;Q3
Cybium;journal;Q3
Economics and Business Letters;journal;Q2
Electronic Journal of Business Research Methods;journal;Q3
Energetika. Proceedings of CIS Higher Education Institutions and Power Engineering Associations;journal;Q3
English World-Wide;journal;Q2
Environmental and Engineering Geoscience;journal;Q3
Environmental and Socio-Economic Studies;journal;Q2
European Physical Journal H;journal;Q3
Family Court Review;journal;Q2
Global Intellectual History;journal;Q1
Housing and Society;journal;Q2
Human Rights Law Review;journal;Q2
IDS Bulletin;journal;Q3
International Journal of Exergy;journal;Q3
International Journal of Fuzzy Logic and Intelligent Systems;journal;Q3
Language and Literature;journal;Q1
Lex Portus;journal;Q2
Open Physics;journal;Q3
Open Transportation Journal;journal;Q3
Ornithological Science;journal;Q3
Partecipazione e Conflitto;journal;Q2
Potravinarstvo;journal;Q3
Presence: Teleoperators and Virtual Environments;journal;Q3
Proceedings of the Institution of Civil Engineers: Urban Design and Planning;journal;Q2
Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature;journal;Q1
Russian Journal of Physical Chemistry B;journal;Q3
South African Journal of Enology and Viticulture;journal;Q3
South East European Journal of Economics and Business;journal;Q2
Transactions of the Royal Society of South Africa;journal;Q2
Transnational Legal Theory;journal;Q2
Turkish Journal of Physics;journal;Q3
Urban Morphology;journal;Q2
Vietnam Journal of Computer Science;journal;Q3
World Rabbit Science;journal;Q3
Acta Veterinaria Hungarica;journal;Q2
Agricultural and Food Science;journal;Q3
Archives of Disease in Childhood: Education and Practice Edition;journal;Q3
Children's Literature in Education;journal;Q1
Communications in Science and Technology;journal;Q3
Contemporary Voice of Dalit;journal;Q1
Cytologia;journal;Q3
Dendrobiology;journal;Q2
DISP;journal;Q3
Drilling Fluid and Completion Fluid;journal;Q3
Gene Reports;journal;Q4
Geofizica;journal;Q3
Geomagnetism and Aeronomy;journal;Q3
Interamerican Journal of Psychology;journal;Q3
International Journal of Renewable Energy Research;journal;Q3
International Journal of Vegetable Science;journal;Q3
Journal of Chiropractic Education;journal;Q2
Journal of Cultural Analytics;journal;Q1
Journal of Electrochemical Science and Engineering;journal;Q3
Journal of Interactive Learning Research;journal;Q3
Journal of Population Therapeutics and Clinical Pharmacology;journal;Q3
Journal of Universal Computer Science;journal;Q3
Kexue Tongbao/Chinese Science Bulletin;journal;Q2
Kuangwu Yanshi;journal;Q3
Malaysian Journal of Library and Information Science;journal;Q2
Neotropical Biodiversity;journal;Q3
Nigerian Journal of Clinical Practice;journal;Q3
Novos Estudos CEBRAP;journal;Q2
Open Library of Humanities;journal;Q1
Recent Advances in Anti-Infective Drug Discovery;journal;Q3
Refuge;journal;Q1
Science and Technology Libraries;journal;Q2
South African Journal of Business Management;journal;Q3
Sprawozdania Archeologiczne;journal;Q2
Starinar;journal;Q1
Turczaninowia;journal;Q3
Unterrichtswissenschaft;journal;Q3
Acta Mathematica Universitatis Comenianae;journal;Q3
Advances in Industrial and Labor Relations;book series;Q2
Baltic Journal of Road and Bridge Engineering;journal;Q3
Bezopasnost' Truda v Promyshlennosti;journal;Q3
Boletimdo Museu Paraense Emilio Goeldi:Ciencias Humanas;journal;Q2
Carpathian Journal of Earth and Environmental Sciences;journal;Q3
Clinical Laboratory;journal;Q3
College and Undergraduate Libraries;journal;Q2
Cryptogamie, Algologie;journal;Q3
Cuadernos de Prehistoria y Arqueologia de la Universidad Autonoma de Madrid;journal;Q1
Economia Agraria y Recursos Naturales;journal;Q3
European Competition Journal;journal;Q2
European Science Editing;journal;Q2
Fiber and Integrated Optics;journal;Q3
Information Research;journal;Q2
International Journal of Cognitive Research in Science, Engineering and Education;journal;Q3
International Journal of Gas Turbine, Propulsion and Power Systems;journal;Q3
IWMI Research Report;journal;Q3
Journal of Business and Finance Librarianship;journal;Q2
Journal of Earth Sciences and Environment;journal;Q3
Journal of Education Finance;journal;Q3
Journal of Fuel Chemistry and Technology;journal;Q3
Journal of Learning for Development;journal;Q3
Journal of Population Research;journal;Q2
Journal of Rangeland Science;journal;Q3
Moneta e Credito;journal;Q3
Peace Economics, Peace Science and Public Policy;journal;Q2
Proceedings of the Steklov Institute of Mathematics;journal;Q3
Progress in Chemistry;journal;Q3
Psychologische Rundschau;journal;Q3
Recent Patents on Biotechnology;journal;Q3
Revista del Museo Argentino de Ciencias Naturales, Nueva Serie;journal;Q3
Rural Sustainability Research;journal;Q3
Russian Journal of Electrochemistry;journal;Q3
Transactions of the Philological Society;journal;Q2
Vladikavkaz Mathematical Journal;journal;Q3
Yugoslav Journal of Operations Research;journal;Q3
Agrivita;journal;Q3
Anuario Lope de Vega;journal;Q1
BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique;journal;Q2
Case Studies in the Environment;journal;Q3
Chinese Annals of Mathematics. Series B;journal;Q3
Citizenship, Social and Economics Education;journal;Q2
Engineering Research Express;journal;Q3
Estudos do Quaternario;journal;Q2
Gadjah Mada International Journal of Business;journal;Q3
Geographische Zeitschrift;journal;Q3
Gesundheitswesen, Supplement;journal;Q3
Grazer Philosophische Studien;journal;Q2
Horticultural Science and Technology;journal;Q3
International Journal of Mathematical, Engineering and Management Sciences;journal;Q3
International Journal of Software Engineering and Knowledge Engineering;journal;Q3
Journal of Clinical Imaging Science;journal;Q3
Journal of Coastal Research;journal;Q3
Journal of Education and Community Health;journal;Q3
Macromolecular Theory and Simulations;journal;Q3
Medieval Archaeology;journal;Q1
Pediatrics in Review;journal;Q3
Revista Portuguesa de Cardiologia;journal;Q3
Roczniki Panstwowego Zakladu Higieny;journal;Q3
Sleep and Vigilance;journal;Q3
Sociolinguistic Studies;journal;Q2
Studia Mythologica Slavica;journal;Q1
African Journal of Social Work;journal;Q2
African Review of Physics;journal;Q3
Anales de Pediatria;journal;Q3
BAR - Brazilian Administration Review;journal;Q3
Clinical Neuropathology;journal;Q3
Digital Creativity;journal;Q2
Ethics and Global Politics;journal;Q2
Gynecologie Obstetrique Fertilite et Senologie;journal;Q3
Health Behavior and Policy Review;journal;Q3
Indian Journal of Plastic Surgery;journal;Q3
International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives;conference and proceedings;-
International Journal of Computer Applications in Technology;journal;Q3
International Journal of Medicinal Mushrooms;journal;Q3
Journal for Deradicalization;journal;Q2
Journal of Chengdu University of Technology (Science and Technology Edition);journal;Q3
Journal of Entrepreneurship and Innovation in Emerging Economies;journal;Q2
Journal of Historical Syntax;journal;Q2
Journal of Microwaves, Optoelectronics and Electromagnetic Applications;journal;Q3
Korean Journal of Defense Analysis;journal;Q2
Management and Labour Studies;journal;Q3
Modern Law Review;journal;Q2
Monatshefte fur Chemie;journal;Q3
Revista Espanola de Cirugia Ortopedica y Traumatologia;journal;Q3
Russia in Global Affairs;journal;Q1
Shima;journal;Q1
Social Work/Maatskaplike Werk;journal;Q2
Statistics Education Research Journal;journal;Q3
Studies in Agricultural Economics;journal;Q3
Terapia Psicologica;journal;Q3
Waste Disposal and Sustainable Energy;journal;Q3
Wood and Fiber Science;journal;Q2
Acta Amazonica;journal;Q3
Acta Clinica Croatica;journal;Q3
Administration;journal;Q2
Advances in Decision Sciences;journal;Q3
Analytical Sciences;journal;Q3
Annals of Clinical and Laboratory Science;journal;Q3
Bulletin of the Section of Logic;journal;Q2
Critical Research on Religion;journal;Q1
Footwear Science;journal;Q3
History of European Ideas;journal;Q1
Ikala;journal;Q1
Insight on Africa;journal;Q1
International Journal of Advances in Intelligent Informatics;journal;Q3
International Journal of Business Performance and Supply Chain Modelling;journal;Q3
International Journal of Electrochemical Science;journal;Q3
International Journal of Embedded Systems;journal;Q4
International Journal of Mental Health Promotion;journal;Q3
International Journal of Technoethics;journal;Q3
Journal of Clinical Ethics;journal;Q3
Journal of Environmental Engineering and Landscape Management;journal;Q3
Journal of Language and Education;journal;Q2
Journal of Organizational Ethnography;journal;Q1
Journal of Regional Analysis and Policy;journal;Q2
Lecture Notes in Computational Science and Engineering;book series;Q3
Mathematical Medicine and Biology;journal;Q3
New Mathematics and Natural Computation;journal;Q3
Nursing management;journal;Q3
Open Construction and Building Technology Journal;journal;Q3
Pacific Science;journal;Q2
Proceedings of the Japan Academy Series A: Mathematical Sciences;journal;Q3
Qiche Gongcheng/Automotive Engineering;journal;Q3
Sciences in Cold and Arid Regions;journal;Q3
Acta Biologica Cracoviensia Series Botanica;journal;Q3
Acta Carsologica;journal;Q3
Advances in Bioinformatics;journal;Q3
AIMS Biophysics;journal;Q3
Boletin de la Asociacion Espanola de Entomologia;journal;Q3
British Journal of Neurosurgery;journal;Q3
Bulletin of the Geological Society of Malaysia;journal;Q3
Case Reports in Endocrinology;journal;Q4
Contemporary Justice Review: Issues in Criminal, Social, and Restorative Justice;journal;Q2
Crop, Forage and Turfgrass Management;journal;Q3
Current Colorectal Cancer Reports;journal;Q3
Erwerbs-Obstbau;journal;Q3
Ethnopolitics;journal;Q1
Families, Relationships and Societies;journal;Q2
Fennia;journal;Q3
Global Nest Journal;journal;Q3
Indonesian Journal of Electrical Engineering and Computer Science;journal;Q3
International Journal of Electronic Government Research;journal;Q3
International Journal of Innovation and Sustainable Development;journal;Q3
International Journal of Knowledge-Based Development;journal;Q3
International Journal of Quantum Information;journal;Q3
Journal of insurance medicine (New York, N.Y.);journal;Q3
Journal of Religion and Spirituality in Social Work;journal;Q1
Leisure/ Loisir;journal;Q3
Neotropical Biology and Conservation;journal;Q3
Pediatric Endocrinology, Diabetes and Metabolism;journal;Q3
Philosophia (United States);journal;Q2
Planta Daninha;journal;Q3
Progress In Electromagnetics Research Letters;journal;Q3
Res Publica;journal;Q2
Sankhya A;journal;Q3
Signa;journal;Q1
Statistical Journal of the IAOS;journal;Q3
Urbani Izziv;journal;Q1
Volta Review;journal;Q1
ZWF Zeitschrift für Wirtschaftlichen Fabrikbetrieb;journal;Q3
Acta Mathematica Vietnamica;journal;Q3
Akustika;journal;Q3
American Journal of Case Reports;journal;Q3
Analytical and Bioanalytical Chemistry Research;journal;Q3
Combinatorial Chemistry and High Throughput Screening;journal;Q3
Fibonacci Quarterly;journal;Q4
Geologia nefti i gaza;journal;Q3
Heron;journal;Q3
International Journal of Computer Science in Sport;journal;Q3
Journal of Korean Academic Society of Nursing Education;journal;Q3
Journal of Mathematics;journal;Q3
Journal of Private Equity;journal;Q3
Journal of Tropical Agriculture;journal;Q3
Kratkiye Soobshcheniya Instituta Arkheologii;journal;Q1
Libyan Studies;journal;Q1
Maternal-Fetal Medicine;journal;Q3
Nonlinear Dynamics, Psychology, and Life Sciences;journal;Q3
North Carolina Medical Journal;journal;Q3
Notices of the American Mathematical Society;journal;Q3
NTU Management Review;journal;Q3
Numeracy;journal;Q3
Periodica polytechnica Electrical engineering and computer science;journal;Q3
Person-Centered and Experiential Psychotherapies;journal;Q3
Physicochemical Problems of Mineral Processing;journal;Q3
Postcolonial Studies;journal;Q1
Problems and Perspectives in Management;journal;Q2
Professional Case Management;journal;Q3
Publicaciones de la Facultad de Educacion y Humanidades del Campus de Melilla;journal;Q3
Quasigroups and Related Systems;journal;Q3
Review of Cognitive Linguistics;journal;Q2
Revista brasileira de enfermagem;journal;Q3
Russian Peasant Studies;journal;Q1
Sensors and Materials;journal;Q3
Social Security Bulletin;journal;Q3
Studia Quaternaria;journal;Q3
Verbum Vitae;journal;Q1
Advances in Computational Design;journal;Q3
Ardea;journal;Q3
Austral journal of veterinary sciences;journal;Q2
Cardiovascular and Hematological Disorders - Drug Targets;journal;Q3
Case Reports in Critical Care;journal;Q3
Finisterra;journal;Q3
Foldtani Kozlony;journal;Q3
International Journal of Discrimination and the Law;journal;Q2
International Journal of Fuzzy System Applications;journal;Q3
International Journal of Web Based Communities;journal;Q2
International Journal on Energy Conversion;journal;Q3
International Wood Products Journal;journal;Q3
Journal of Construction in Developing Countries;journal;Q2
Journal of Privacy and Confidentiality;journal;Q3
Journal of Real Estate Literature;journal;Q2
Journal of Thermal Science and Technology;journal;Q3
La Mer;journal;Q3
Low Temperature Physics;journal;Q3
Manufacturing Technology;journal;Q3
MedieKultur;journal;Q1
Occupational Therapy in Health Care;journal;Q3
Open Agriculture Journal;journal;Q3
Petroleum Chemistry;journal;Q3
Progress In Electromagnetics Research M;journal;Q3
Spanish in Context;journal;Q1
Tropical Animal Science Journal;journal;Q2
Acta Dermatovenerologica Alpina, Panonica et Adriatica;journal;Q3
Annali dell'Universita di Ferrara;journal;Q3
Anthropological Forum;journal;Q2
Anuario Iberoamericano de Justicia Constitucional;journal;Q2
Chemical and Petroleum Engineering (English translation of Khimicheskoe i Neftyanoe Mashinostroenie);journal;Q3
Communications in Mathematics and Statistics;journal;Q3
Contemporary Clinical Dentistry;journal;Q3
Current History;journal;Q1
Geosystem Engineering;journal;Q3
GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry;journal;Q4
Index.comunicacion;journal;Q1
Indonesian Journal of Applied Linguistics;journal;Q2
International Journal;journal;Q2
International Journal of Chemical Kinetics;journal;Q3
International Journal of Nanoscience and Nanotechnology;journal;Q3
International Journal of Online Pedagogy and Course Design;journal;Q3
Irish Studies Review;journal;Q1
Journal of Biomedical Physics and Engineering;journal;Q3
Journal of Clinical and Translational Science;journal;Q3
Journal of Education (South Africa);journal;Q3
Journal of Mathematics and Music;journal;Q1
Kantian Review;journal;Q2
Medien und Kommunikationswissenschaft;journal;Q2
Microbiology Australia;journal;Q3
Protection of Metals and Physical Chemistry of Surfaces;journal;Q2
Revista de la Union Matematica Argentina;journal;Q3
Revista Espanola de Enfermedades Digestivas;journal;Q3
Sibirica;journal;Q1
sub\urban;journal;Q2
Technical Electrodynamics;journal;Q3
Tropical Biomedicine;journal;Q3
Annals of Emerging Technologies in Computing;journal;Q3
Antitrust Bulletin;journal;Q2
Arqueologia Iberoamericana;journal;Q2
Australasian Plant Disease Notes;journal;Q3
Bioactive Compounds in Health and Disease;journal;Q3
Brazilian Journal of Food Technology;journal;Q3
Cardiovascular and Hematological Agents in Medicinal Chemistry;journal;Q3
Chinese Journal of Applied Ecology;journal;Q3
Dianji yu Kongzhi Xuebao/Electric Machines and Control;journal;Q3
EC Tax Review;journal;Q2
Education for Health: Change in Learning and Practice;journal;Q3
Engineering Journal;trade journal;Q3
Food and Foodways;journal;Q1
Frontiers in Dentistry;journal;Q3
Hydroecologie Appliquee;journal;Q3
Informacion, Cultura y Sociedad;journal;Q2
Journal for the Study of Religions and Ideologies;journal;Q1
Journal of Forensic Odonto-Stomatology;journal;Q3
Journal of Interior Design;journal;Q1
Journal of Laser Micro Nanoengineering;journal;Q3
Journal of Planar Chromatography - Modern TLC;journal;Q3
Journal of Research of the National Institute of Standards and Technology;journal;Q3
Journal of Spectroscopy;journal;Q3
Journal of the Canadian Society of Forensic Science;journal;Q3
Journal of the Japan Petroleum Institute;journal;Q3
Journal of Transportation Security;journal;Q2
Kappa Delta Pi Record;journal;Q3
Landscape Journal;journal;Q3
Language and Linguistics;journal;Q2
Mongolian Studies;journal;Q1
Monthly Labor Review;journal;Q3
Nase More;journal;Q3
Neftyanoe khozyaystvo - Oil Industry;journal;Q3
Quaestiones Geographicae;journal;Q3
Rad Hrvatske Akademije Znanosti i Umjetnosti, Matematicke Znanosti;journal;Q3
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad;journal;Q1
Seminars in Arthroplasty;journal;Q3
Ulusal Travma ve Acil Cerrahi Dergisi;journal;Q2
Vegetos;journal;Q3
Vestnik Oftalmologii;journal;Q3
Water Management;journal;Q3
Yingyong Jichu yu Gongcheng Kexue Xuebao/Journal of Basic Science and Engineering;journal;Q3
Zhongguo Guanxing Jishu Xuebao/Journal of Chinese Inertial Technology;journal;Q3
All Earth;journal;Q3
Anesthesia Reports;journal;Q3
Applied Rheology;journal;Q3
Architecture, City and Environment;journal;Q2
Archives of Psychiatry and Psychotherapy;journal;Q3
Baltic Journal of Economics;journal;Q2
Brill's Journal of Afroasiatic Languages and Linguistics;journal;Q2
Bulletin of Ugric Studies;journal;Q1
Chinese Journal of Endemiology;journal;Q3
Desalination and Water Treatment;journal;Q3
Ethics, Medicine and Public Health;journal;Q3
Forest Products Journal;journal;Q3
Hellenic Journal of Psychology;journal;Q3
Ingenierie des Systemes d'Information;journal;Q3
International Journal of Optics;journal;Q3
International Journal of Web and Grid Services;journal;Q3
Iraqi Geological Journal;journal;Q3
Jornal Vascular Brasileiro;journal;Q3
Journal of Analysis;journal;Q3
Journal of Nuclear Fuel Cycle and Waste Technology;journal;Q3
Modern Italy;journal;Q1
Nano Biomedicine and Engineering;journal;Q3
Oceanological and Hydrobiological Studies;journal;Q3
Odonatologica;journal;Q3
Physics of Particles and Nuclei Letters;journal;Q3
Pragmatics and Beyond New Series;book series;Q2
Research Journal of Pharmacy and Technology;journal;Q2
Tizard Learning Disability Review;journal;Q3
Tourism in Marine Environments;journal;Q3
Acta Herpetologica;journal;Q3
Acta Physica Polonica B;journal;Q3
Acta Societatis Botanicorum Poloniae;journal;Q3
African Conflict and Peacebuilding Review;journal;Q1
African Journal of Research in Mathematics, Science and Technology Education;journal;Q3
American Catholic Philosophical Quarterly;journal;Q1
Australasian Journal of Paramedicine;journal;Q2
British Journal of Visual Impairment;journal;Q3
Canadian Journal of Hospital Pharmacy;journal;Q2
Central European Journal of Public Policy;journal;Q2
CESifo DICE Report;journal;Q3
Children's Health Care;journal;Q3
Communication Today;journal;Q2
Hasanuddin Law Review;journal;Q2
Health Marketing Quarterly;journal;Q3
Idojaras;journal;Q4
Intangible Capital;journal;Q3
International Journal of Economic Policy Studies;journal;Q2
International Journal of Migration, Health and Social Care;journal;Q2
Journal of Energy in Southern Africa;trade journal;Q3
Journal of Minimal Access Surgery;journal;Q3
Journal of The American Institute for Conservation;journal;Q1
Journal of The Institution of Engineers (India): Series C;journal;Q3
Journal of The Institution of Engineers (India): Series D;journal;Q2
Mechanics of Solids;journal;Q3
Multicultural Education Review;journal;Q2
Nano;journal;Q3
Periodica Polytechnica: Chemical Engineering;journal;Q3
Pesquisa Veterinaria Brasileira;journal;Q2
Range Management and Agroforestry;journal;Q3
Revista Espanola de Ciencia Politica;journal;Q2
African Evaluation Journal;journal;Q2
Australian Journal of Chemistry;journal;Q3
Biomedical and Biotechnology Research Journal;journal;Q3
Boletin de la Sociedad Argentina de Botanica;journal;Q3
Caucasus Survey;journal;Q1
Computer Fraud and Security;journal;Q2
Discrete Mathematics and Applications;journal;Q3
European Journal of Mass Spectrometry;journal;Q3
European Journal of Plastic Surgery;journal;Q3
Forensic Science Review;journal;Q2
Ghana Medical Journal;journal;Q3
Hearing, Balance and Communication;journal;Q3
History and Anthropology;journal;Q1
IAFOR Journal of Education;journal;Q3
Indian Journal of Hematology and Blood Transfusion;journal;Q3
International Journal of Group Psychotherapy;journal;Q3
International Journal of Risk and Safety in Medicine;journal;Q3
International Journal of Web-Based Learning and Teaching Technologies;journal;Q3
Journal of British Cinema and Television;journal;Q1
Journal of Celtic Linguistics;journal;Q2
Journal of the Chinese Institute of Engineers, Transactions of the Chinese Institute of Engineers,Series A/Chung-kuo Kung Ch'eng Hsuch K'an;journal;Q3
Karstenia;journal;Q3
Membranes and Membrane Technologies;journal;Q3
News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences;journal;Q3
Pigment and Resin Technology;journal;Q3
Polar Record;journal;Q3
Quality Management in Health Care;journal;Q3
Sahand Communications in Mathematical Analysis;journal;Q3
Semiconductor Physics, Quantum Electronics and Optoelectronics;journal;Q3
South African Review of Sociology;journal;Q3
Ultrastructural Pathology;journal;Q3
Animal Science Papers and Reports;journal;Q2
Balkan Journal of Geometry and its Applications;journal;Q3
Bulletin of the Korean Mathematical Society;journal;Q3
Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering;journal;Q3
Critique Internationale;journal;Q2
Cuadernos de Relaciones Laborales;journal;Q3
Discrete Dynamics in Nature and Society;journal;Q3
Engineering Journal;journal;Q3
Gesture;journal;Q1
Hospital Topics;journal;Q3
Indian Journal of Dental Research;journal;Q3
International Journal of Critical Infrastructures;journal;Q3
International Journal on Communications Antenna and Propagation;journal;Q2
Isokinetics and Exercise Science;journal;Q3
Journal of Carbohydrate Chemistry;journal;Q4
Journal of Clinical Ultrasound;journal;Q3
Journal of Historical Research in Marketing;journal;Q3
Journal of Human Growth and Development;journal;Q4
Journal of Korean Society for Atmospheric Environment;journal;Q3
Journal of Nippon Medical School;journal;Q3
Landscape Architecture and Art;journal;Q1
Letters on Materials;journal;Q3
Pediatric, Allergy, Immunology, and Pulmonology;journal;Q3
Proceedings of the Institution of Civil Engineers: Engineering Sustainability;journal;Q3
Psychological Science and Education;journal;Q3
Radiochemistry;journal;Q3
Review of Education, Pedagogy, and Cultural Studies;journal;Q1
Revista Iberoamericana de Diagnostico y Evaluacion Psicologica;journal;Q3
Round Table;journal;Q3
Tripodos;journal;Q2
Turkish Neurosurgery;journal;Q3
Vestnik Tomskogo Gosudarstvennogo Universiteta, Matematika i Mekhanika;journal;Q3
ACTA Paulista de Enfermagem;journal;Q2
Advances in Mathematical Physics;journal;Q3
Alternative Therapies in Health and Medicine;journal;Q3
Art and Perception;journal;Q1
Australian Journal of Mechanical Engineering;journal;Q3
Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology;journal;Q3
Brazilian Journal of Pharmaceutical Sciences;journal;Q2
British journal of hospital medicine (London, England : 2005);journal;Q3
Built Heritage;journal;Q1
Business Systems Research;journal;Q3
Canadian Journal of African Studies;journal;Q1
Chinese Journal of Eco-Agriculture;journal;Q3
Clinical Dysmorphology;journal;Q3
Clinical Trials in Dentistry;journal;Q3
Communicatio;journal;Q3
Current Medical Imaging;journal;Q3
Exploration Geophysics;journal;Q3
Geodynamics and Tectonophysics;journal;Q3
Indian Journal of Animal Research;journal;Q2
Indonesian Journal of Chemistry;journal;Q3
Informatik-Spektrum;journal;Q3
International Journal of Action Research;journal;Q3
International Journal of Agriculture and Natural Resources;journal;Q3
Israel Affairs;journal;Q1
Journal of Agricultural Safety and Health;journal;Q3
Journal of Applied Analysis;journal;Q3
Journal of Arab and Muslim Media Research;journal;Q1
Journal of Children and Poverty;journal;Q2
Journal of Cinema and Media Studies;journal;Q1
Journal of Contemporary Archaeology;journal;Q2
Journal of Contemporary Mathematical Analysis;journal;Q3
Journal of Fluid Science and Technology;journal;Q3
Journal of Insect Biodiversity;journal;Q3
Journal of Investing;journal;Q3
Konstantinove Listy;journal;Q1
Main Group Metal Chemistry;journal;Q3
Mausam;journal;Q3
Medizinische Klinik - Intensivmedizin und Notfallmedizin;journal;Q3
Muscles, Ligaments and Tendons Journal;journal;Q3
Note di Matematica;journal;Q3
Revista do Colegio Brasileiro de Cirurgioes;journal;Q3
Revista Mexicana de Ciencias Geologicas;journal;Q3
Revista Notas Historicas y Geograficas;journal;Q1
Scripta Classica Israelica;book series;Q1
Sleep Medicine Research;journal;Q4
Sociologija;journal;Q3
Theoretical and Applied Ecology;journal;Q3
Transactions of the South African Institute of Electrical Engineers;journal;Q3
Tropical Grasslands - Forrajes Tropicales;journal;Q3
Voice and Speech Review;journal;Q1
Zhongguo Zaozhi Xuebao/Transactions of China Pulp and Paper;journal;Q2
Anti-Corrosion Methods and Materials;journal;Q3
Asian anthropology;journal;Q2
Critical Reviews in Biomedical Engineering;journal;Q3
Ekonomicheskaya Sotsiologiya;journal;Q3
